# E_low [keV], E_up [keV], diff. flux [photons/s/cm^2/keV]
1.409288798421874711e+00,1.419057521689092605e+00,3.692549325252910374e-03
1.419057521689092605e+00,1.428893958511102902e+00,2.481419696274885303e-03
1.428893958511102902e+00,1.438798578255845229e+00,2.874739000497859420e-03
1.438798578255845229e+00,1.448771853544761790e+00,3.150710959454186815e-03
1.448771853544761790e+00,1.458814260275348218e+00,2.115177915057867789e-03
1.458814260275348218e+00,1.468926277643866962e+00,7.215313156249029448e-03
1.468926277643866962e+00,1.479108388168207222e+00,7.705206637971409242e-03
1.479108388168207222e+00,1.489361077710915415e+00,6.863892818006317106e-03
1.489361077710915415e+00,1.499684835502373303e+00,3.528978021256615281e-03
1.499684835502373303e+00,1.510080154164148425e+00,1.901154696947318385e-03
1.510080154164148425e+00,1.520547529732495518e+00,2.138701968728148276e-03
1.520547529732495518e+00,1.531087461682030249e+00,2.328955098235310685e-03
1.531087461682030249e+00,1.541700452949559264e+00,2.326838358306605650e-03
1.541700452949559264e+00,1.552387009958082542e+00,4.356905140687641551e-03
1.552387009958082542e+00,1.563147642640953849e+00,2.751189484882969518e-03
1.563147642640953849e+00,1.573982864466219711e+00,2.494455450900750354e-03
1.573982864466219711e+00,1.584893192461113376e+00,1.986470628818958438e-03
1.584893192461113376e+00,1.595879147236732853e+00,2.526127417236399050e-03
1.595879147236732853e+00,1.606941253012877269e+00,2.004845688165473282e-03
1.606941253012877269e+00,1.618080037643066182e+00,2.059913529873963738e-03
1.618080037643066182e+00,1.629296032639722336e+00,1.579454514507786303e-03
1.629296032639722336e+00,1.640589773199539581e+00,1.529936459598222947e-03
1.640589773199539581e+00,1.651961798229014899e+00,2.523732699959526423e-03
1.651961798229014899e+00,1.663412650370169832e+00,2.541575294648752790e-03
1.663412650370169832e+00,1.674942876026437322e+00,1.538064202331890619e-03
1.674942876026437322e+00,1.686553025388741522e+00,1.810604166095900868e-03
1.686553025388741522e+00,1.698243652461744357e+00,1.488218216460534095e-03
1.698243652461744357e+00,1.710015315090287924e+00,1.577121880487011765e-03
1.710015315090287924e+00,1.721868574986006983e+00,3.286952187198760068e-03
1.721868574986006983e+00,1.733803997754138404e+00,2.083443980260280860e-03
1.733803997754138404e+00,1.745822152920503800e+00,2.135854726661330031e-03
1.745822152920503800e+00,1.757923613958693121e+00,1.614853713223641249e-03
1.757923613958693121e+00,1.770108958317420988e+00,1.305034309849990989e-03
1.770108958317420988e+00,1.782378767448089985e+00,1.331264404665539330e-03
1.782378767448089985e+00,1.794733626832526463e+00,1.231748956235095621e-03
1.794733626832526463e+00,1.807174126010927528e+00,1.338056462100050293e-03
1.807174126010927528e+00,1.819700858609983429e+00,1.628362668114210826e-03
1.819700858609983429e+00,1.832314422371212004e+00,4.642815290918943238e-03
1.832314422371212004e+00,1.845015419179473648e+00,1.263876059825603604e-03
1.845015419179473648e+00,1.857804455091699003e+00,1.196261667427751113e-02
1.857804455091699003e+00,1.870682140365800716e+00,1.173154723942404325e-03
1.870682140365800716e+00,1.883649089489801032e+00,1.274620361801654788e-03
1.883649089489801032e+00,1.896705921211146340e+00,1.060149937917331071e-03
1.896705921211146340e+00,1.909853258566237777e+00,1.065673546881752828e-03
1.909853258566237777e+00,1.923091728910158560e+00,1.034712770607074160e-03
1.923091728910158560e+00,1.936421963946606928e+00,1.020215710009052300e-03
1.936421963946606928e+00,1.949844599758045582e+00,1.020276986726011310e-03
1.949844599758045582e+00,1.963360276836046303e+00,9.929443276934560823e-04
1.963360276836046303e+00,1.976969640111861048e+00,1.242857153545765068e-03
1.976969640111861048e+00,1.990673338987186458e+00,1.122089859897841893e-03
1.990673338987186458e+00,2.004472027365161502e+00,1.532846238578967207e-02
2.004472027365161502e+00,2.018366363681560749e+00,9.103909551895216249e-04
2.018366363681560749e+00,2.032357010936221897e+00,9.122424900331943184e-04
2.032357010936221897e+00,2.046444636724674027e+00,1.117899895112391649e-03
2.046444636724674027e+00,2.060629913270000557e+00,8.815573356868799211e-04
2.060629913270000557e+00,2.074913517454909595e+00,8.615912254580308099e-04
2.074913517454909595e+00,2.089296130854039646e+00,8.491071481526421593e-04
2.089296130854039646e+00,2.103778439766475383e+00,8.349931174848801343e-04
2.103778439766475383e+00,2.118361135248502336e+00,8.446819449071746528e-04
2.118361135248502336e+00,2.133044913146576071e+00,8.642456454739992589e-04
2.133044913146576071e+00,2.147830474130534295e+00,8.397873793451974406e-04
2.147830474130534295e+00,2.162718523727019893e+00,8.438660081795829613e-04
2.162718523727019893e+00,2.177709772353159323e+00,1.703936379342009489e-03
2.177709772353159323e+00,2.192804935350448403e+00,7.486922516145571183e-04
2.192804935350448403e+00,2.208004733018900101e+00,7.655679640152597467e-04
2.208004733018900101e+00,2.223309890651402831e+00,7.353938562806928200e-04
2.223309890651402831e+00,2.238721138568339875e+00,7.278255803124697139e-04
2.238721138568339875e+00,2.254239212152429062e+00,7.044802871034506640e-04
2.254239212152429062e+00,2.269864851883822254e+00,7.010039476588849142e-04
2.269864851883822254e+00,2.285598803375429977e+00,9.915005341742356374e-04
2.285598803375429977e+00,2.301441817408508950e+00,7.136671702182299966e-04
2.301441817408508950e+00,2.317394649968478326e+00,6.612764097758322196e-04
2.317394649968478326e+00,2.333458062281003276e+00,6.660579097373343568e-04
2.333458062281003276e+00,2.349632820848307269e+00,7.784961909373670948e-04
2.349632820848307269e+00,2.365919697485758810e+00,7.069175652378790120e-04
2.365919697485758810e+00,2.382319469358689989e+00,2.201797799574624088e-03
2.382319469358689989e+00,2.398832919019491250e+00,6.278939706448328746e-04
2.398832919019491250e+00,2.415460834444940197e+00,6.223021001444305417e-04
2.415460834444940197e+00,2.432204009073815953e+00,2.666355341255619710e-03
2.432204009073815953e+00,2.449063241844745331e+00,2.008354816156425818e-03
2.449063241844745331e+00,2.466039337234339879e+00,4.722023710592259185e-03
2.466039337234339879e+00,2.483133105295570520e+00,5.431220900051647203e-04
2.483133105295570520e+00,2.500345361696432178e+00,1.006289416579462821e-03
2.500345361696432178e+00,2.517676927758855765e+00,5.257695343402557855e-04
2.517676927758855765e+00,2.535128630497908375e+00,5.096127329271873648e-04
2.535128630497908375e+00,2.552701302661247063e+00,5.047590854783969537e-04
2.552701302661247063e+00,2.570395782768863491e+00,6.971115361508752571e-04
2.570395782768863491e+00,2.588212915153091931e+00,7.585927061753951683e-04
2.588212915153091931e+00,2.606153549998895258e+00,5.938639639728539353e-04
2.606153549998895258e+00,2.624218543384441826e+00,3.859887566313627283e-03
2.624218543384441826e+00,2.642408757321946133e+00,4.978051617675401542e-04
2.642408757321946133e+00,2.660725059798809689e+00,4.443086923823404556e-04
2.660725059798809689e+00,2.679168324819031444e+00,4.590505580992849575e-04
2.679168324819031444e+00,2.697739432444920649e+00,4.524305722238901556e-04
2.697739432444920649e+00,2.716439268839082377e+00,4.449440749657782284e-04
2.716439268839082377e+00,2.735268726306712583e+00,4.418747216913927137e-04
2.735268726306712583e+00,2.754228703338166273e+00,4.386916047357245548e-04
2.754228703338166273e+00,2.773320104651840978e+00,4.263084871150370800e-04
2.773320104651840978e+00,2.792543841237337787e+00,4.340759511033539728e-04
2.792543841237337787e+00,2.811900830398940787e+00,4.089363553534851249e-04
2.811900830398940787e+00,2.831391995799378947e+00,4.440236820231615667e-04
2.831391995799378947e+00,2.851018267503909964e+00,3.876758002738264048e-04
2.851018267503909964e+00,2.870780582024690553e+00,3.917723357672254678e-04
2.870780582024690553e+00,2.890679882365476239e+00,8.723607820020693035e-04
2.890679882365476239e+00,2.910717118066604936e+00,3.644004460823912074e-04
2.910717118066604936e+00,2.930893245250321577e+00,3.580713873038609196e-04
2.930893245250321577e+00,2.951209226666385632e+00,3.794659778091832316e-04
2.951209226666385632e+00,2.971666031738026792e+00,3.489655147215051274e-04
2.971666031738026792e+00,2.992264636608188866e+00,3.364679825585539037e-04
2.992264636608188866e+00,3.013006024186121845e+00,3.398686747155436959e-04
3.013006024186121845e+00,3.033891184194270618e+00,5.005512727594632486e-04
3.033891184194270618e+00,3.054921113215514072e+00,3.291022731254988421e-04
3.054921113215514072e+00,3.076096814740707952e+00,3.136763738620139213e-04
3.076096814740707952e+00,3.097419299216581212e+00,1.036781299804419862e-03
3.097419299216581212e+00,3.118889584093937017e+00,5.281490450124969862e-04
3.118889584093937017e+00,3.140508693876218338e+00,1.050026294908597453e-03
3.140508693876218338e+00,3.162277660168379523e+00,3.119536784118988825e-04
3.162277660168379523e+00,3.184197521726125579e+00,3.145714826429201849e-04
3.184197521726125579e+00,3.206269324505465868e+00,2.762443012465855448e-04
3.206269324505465868e+00,3.228494121712636389e+00,2.712294946766258350e-04
3.228494121712636389e+00,3.250872973854343595e+00,2.677134292645320587e-04
3.250872973854343595e+00,3.273406948788383009e+00,3.730212230326602303e-04
3.273406948788383009e+00,3.296097121774577587e+00,2.670853247346964576e-04
3.296097121774577587e+00,3.318944575526104668e+00,4.308560070099217462e-04
3.318944575526104668e+00,3.341950400261142651e+00,2.875487390358215183e-04
3.341950400261142651e+00,3.365115693754908044e+00,2.407720598199304945e-04
3.365115693754908044e+00,3.388441561392025569e+00,2.579924603953781450e-04
3.388441561392025569e+00,3.411929116219286406e+00,2.448306773572817810e-04
3.411929116219286406e+00,3.435579478998746605e+00,2.360088111766604096e-04
3.435579478998746605e+00,3.459393778261218966e+00,2.305190046107566480e-04
3.459393778261218966e+00,3.483373150360117965e+00,2.175809819629256187e-04
3.483373150360117965e+00,3.507518739525679496e+00,2.182175400435075680e-04
3.507518739525679496e+00,3.531831697919570079e+00,2.121977836584231078e-04
3.531831697919570079e+00,3.556313185689852663e+00,2.076265930487540740e-04
3.556313185689852663e+00,3.580964371026360560e+00,2.032993707037218894e-04
3.580964371026360560e+00,3.605786430216423533e+00,2.110563816237848937e-04
3.605786430216423533e+00,3.630780547701013994e+00,1.966611202050645095e-04
3.630780547701013994e+00,3.655947916131248476e+00,1.899960944451593772e-04
3.655947916131248476e+00,3.681289736425314985e+00,2.555164096003377083e-04
3.681289736425314985e+00,3.706807217825759615e+00,1.820901797589454538e-04
3.706807217825759615e+00,3.732501577957206162e+00,1.781387174362933379e-04
3.732501577957206162e+00,3.758374042884441213e+00,1.744425465668021744e-04
3.758374042884441213e+00,3.784425847170933555e+00,1.784391719130637986e-04
3.784425847170933555e+00,3.810658233937730177e+00,1.677690803929170540e-04
3.810658233937730177e+00,3.837072454922788367e+00,1.684597605905263325e-04
3.837072454922788367e+00,3.863669770540691495e+00,3.808211076301135805e-04
3.863669770540691495e+00,3.890451449942806672e+00,6.055837642190843150e-04
3.890451449942806672e+00,3.917418771077830542e+00,1.524684399807104253e-04
3.917418771077830542e+00,3.944573020752784931e+00,1.636698352923173774e-04
3.944573020752784931e+00,3.971915494694402859e+00,1.547959034131902013e-04
3.971915494694402859e+00,3.999447497610975510e+00,1.472686592668843704e-04
3.999447497610975510e+00,4.027170343254590890e+00,1.420855627732825846e-04
4.027170343254590890e+00,4.055085354483838778e+00,1.430257497723649287e-04
4.055085354483838778e+00,4.083193863326920692e+00,1.436659453230583450e-04
4.083193863326920692e+00,4.111497211045223032e+00,1.472615595162268733e-04
4.111497211045223032e+00,4.139996748197304122e+00,1.320900730683160097e-04
4.139996748197304122e+00,4.168693834703354639e+00,1.249855321714621543e-04
4.168693834703354639e+00,4.197589839910075504e+00,1.222425607972695970e-04
4.197589839910075504e+00,4.226686142656030931e+00,1.195381248376594356e-04
4.226686142656030931e+00,4.255984131337430476e+00,1.186771318097155155e-04
4.255984131337430476e+00,4.285485203974396029e+00,1.149723469865885332e-04
4.285485203974396029e+00,4.315190768277652467e+00,1.115414603690813387e-04
4.315190768277652467e+00,4.345102241715716573e+00,1.097915318320392026e-04
4.345102241715716573e+00,4.375221051582521170e+00,1.066560458675036869e-04
4.375221051582521170e+00,4.405548635065533958e+00,1.037273669098313255e-04
4.405548635065533958e+00,4.436086439314325780e+00,1.014361622559706316e-04
4.436086439314325780e+00,4.466835921509632712e+00,9.969557219913849431e-05
4.466835921509632712e+00,4.497798548932880003e+00,1.059738034166745479e-04
4.497798548932880003e+00,4.528975799036208727e+00,9.566847263342324957e-05
4.528975799036208727e+00,4.560369159512961623e+00,9.441172240865763486e-05
4.560369159512961623e+00,4.591980128368687630e+00,1.176715820537760864e-04
4.591980128368687630e+00,4.623810213992602947e+00,8.830781712577687940e-05
4.623810213992602947e+00,4.655860935229588549e+00,8.628182562562627966e-05
4.655860935229588549e+00,4.688133821452653116e+00,8.525627520437405822e-05
4.688133821452653116e+00,4.720630412635904882e+00,8.796689483178473799e-05
4.720630412635904882e+00,4.753352259428053728e+00,8.248174040967600558e-05
4.753352259428053728e+00,4.786300923226383119e+00,7.874791810380196450e-05
4.786300923226383119e+00,4.819477976251273610e+00,8.693499160923990156e-05
4.819477976251273610e+00,4.852885001621209504e+00,7.683937712955698118e-05
4.852885001621209504e+00,4.886523593428336198e+00,7.284924011445779676e-05
4.886523593428336198e+00,4.920395356814508681e+00,7.450240485919887236e-05
4.920395356814508681e+00,4.954501908047903136e+00,6.936261931222661471e-05
4.954501908047903136e+00,4.988844874600121493e+00,6.952250071084526599e-05
4.988844874600121493e+00,5.023425895223871507e+00,6.728135959517685897e-05
5.023425895223871507e+00,5.058246620031139784e+00,6.603008536308884726e-05
5.058246620031139784e+00,5.093308710571954556e+00,6.312247266939774535e-05
5.093308710571954556e+00,5.128613839913648498e+00,6.233624276640038731e-05
5.128613839913648498e+00,5.164163692720710408e+00,6.046080744536105493e-05
5.164163692720710408e+00,5.199959965335159140e+00,5.902488604372779774e-05
5.199959965335159140e+00,5.236004365857503728e+00,5.782890234077241697e-05
5.236004365857503728e+00,5.272298614228227542e+00,5.621105396171474308e-05
5.272298614228227542e+00,5.308844442309884393e+00,5.493748444045136936e-05
5.308844442309884393e+00,5.345643593969716001e+00,5.354249006506645915e-05
5.345643593969716001e+00,5.382697825162884087e+00,5.221449099556531661e-05
5.382697825162884087e+00,5.420008904016238027e+00,5.093262945962404503e-05
5.420008904016238027e+00,5.457578610912710460e+00,4.971745166110796738e-05
5.457578610912710460e+00,5.495408738576245788e+00,4.862468922972335711e-05
5.495408738576245788e+00,5.533501092157368184e+00,4.742555454008998226e-05
5.533501092157368184e+00,5.571857489319298473e+00,4.636895296694163983e-05
5.571857489319298473e+00,5.610479760324706078e+00,4.750856173944627931e-05
5.610479760324706078e+00,5.649369748123024948e+00,4.739326382562455324e-05
5.649369748123024948e+00,5.688529308438416088e+00,4.579820606822112568e-05
5.688529308438416088e+00,5.727960309858292298e+00,4.192074492983066214e-05
5.727960309858292298e+00,5.767664633922509054e+00,4.092199829632411575e-05
5.767664633922509054e+00,5.807644175213121152e+00,3.987049268457933479e-05
5.807644175213121152e+00,5.847900841444809039e+00,3.889830009417997379e-05
5.847900841444809039e+00,5.888436553555889574e+00,3.802205497228004039e-05
5.888436553555889574e+00,5.929253245800000016e+00,3.706505680124941196e-05
5.929253245800000016e+00,5.970352865838369105e+00,3.613270560596458628e-05
5.970352865838369105e+00,6.011737374832781811e+00,3.527525901967579479e-05
6.011737374832781811e+00,6.053408747539136492e+00,3.443263773477724370e-05
6.053408747539136492e+00,6.095368972401693952e+00,3.407535646591226364e-05
6.095368972401693952e+00,6.137620051647942887e+00,3.460577175459912224e-05
6.137620051647942887e+00,6.180164001384160777e+00,3.305107653945957714e-05
6.180164001384160777e+00,6.223002851691595616e+00,3.114364165081749729e-05
6.223002851691595616e+00,6.266138646723352856e+00,3.037299711564880712e-05
6.266138646723352856e+00,6.309573444801933384e+00,2.963450330384941777e-05
6.309573444801933384e+00,6.353309318517435855e+00,2.892801206127105083e-05
6.353309318517435855e+00,6.397348354826482009e+00,2.836137563218681540e-05
6.397348354826482009e+00,6.441692655151771696e+00,2.786962515862862375e-05
6.441692655151771696e+00,6.486344335482384871e+00,2.953159861473501340e-05
6.486344335482384871e+00,6.531305526474723067e+00,3.549765094313544252e-05
6.531305526474723067e+00,6.576578373554205825e+00,5.613126377407953217e-05
6.576578373554205825e+00,6.622165037017619049e+00,1.871084851999382087e-04
6.622165037017619049e+00,6.668067692136221858e+00,2.027229467197519516e-04
6.668067692136221858e+00,6.714288529259523131e+00,2.040397135064825644e-04
6.714288529259523131e+00,6.760829753919819218e+00,2.307296157295118914e-05
6.760829753919819218e+00,6.807693586937413777e+00,2.253006393341839701e-05
6.807693586937413777e+00,6.854882264526616531e+00,2.200149302705029213e-05
6.854882264526616531e+00,6.902398038402418834e+00,2.165832845324968032e-05
6.902398038402418834e+00,6.950243175887969471e+00,2.123326769128606363e-05
6.950243175887969471e+00,6.998419960022734365e+00,2.045223970714752325e-05
6.998419960022734365e+00,7.046930689671470738e+00,2.002379812238773717e-05
7.046930689671470738e+00,7.095777679633887836e+00,1.947500201405710928e-05
7.095777679633887836e+00,7.144963260755134549e+00,1.905142530510154573e-05
7.144963260755134549e+00,7.194489780036994908e+00,1.855376911639564942e-05
7.194489780036994908e+00,7.244359600749902484e+00,1.811781992509898655e-05
7.244359600749902484e+00,7.294575102545686640e+00,1.764504234888533528e-05
7.294575102545686640e+00,7.345138681571151018e+00,1.722661231881579644e-05
7.345138681571151018e+00,7.396052750582377655e+00,1.681140867849864747e-05
7.396052750582377655e+00,7.447319739059892640e+00,1.642043104258536848e-05
7.447319739059892640e+00,7.498942093324558300e+00,1.606247494671224832e-05
7.498942093324558300e+00,7.550922276654341125e+00,1.572246241693995740e-05
7.550922276654341125e+00,7.603262769401818666e+00,1.539761519049508823e-05
7.603262769401818666e+00,7.655966069112565719e+00,1.512494834710425193e-05
7.655966069112565719e+00,7.709034690644300802e+00,1.604271018905129817e-05
7.709034690644300802e+00,7.762471166286919910e+00,2.412225277910159585e-05
7.762471166286919910e+00,7.816278045883296777e+00,1.613468577329278184e-05
7.816278045883296777e+00,7.870457896950989074e+00,1.840948653108469656e-05
7.870457896950989074e+00,7.925013304804718217e+00,1.319886917370432128e-05
7.925013304804718217e+00,7.979946872679768433e+00,1.289590980102952327e-05
7.979946872679768433e+00,8.035261221856172753e+00,1.257491709654312838e-05
8.035261221856172753e+00,8.090958991783825383e+00,1.234670399872726607e-05
8.090958991783825383e+00,8.147042840208396086e+00,1.468559085447779913e-05
8.147042840208396086e+00,8.203515443298185161e+00,1.272895376436108592e-05
8.203515443298185161e+00,8.260379495771788427e+00,1.262978400868311109e-05
8.260379495771788427e+00,8.317637711026709013e+00,1.227771134028066971e-05
8.317637711026709013e+00,8.375292821268827126e+00,1.135848744147509595e-05
8.375292821268827126e+00,8.433347577642752668e+00,1.062019018880039443e-05
8.433347577642752668e+00,8.491804750363138865e+00,1.085574542088044427e-05
8.491804750363138865e+00,8.550667128846832554e+00,1.013784727852272386e-05
8.550667128846832554e+00,8.609937521846006803e+00,1.009591329895853206e-05
8.609937521846006803e+00,8.669618757582165713e+00,9.858236595043772744e-06
8.669618757582165713e+00,8.729713683881117348e+00,9.493555224866307430e-06
8.729713683881117348e+00,8.790225168308841930e+00,9.177340579283114116e-06
8.790225168308841930e+00,8.851156098308356590e+00,9.016524482921084446e-06
8.851156098308356590e+00,8.912509381337454073e+00,8.811498401137708776e-06
8.912509381337454073e+00,8.974287945007485945e+00,8.601084240162193379e-06
8.974287945007485945e+00,9.036494737223014440e+00,8.422744172807040698e-06
9.036494737223014440e+00,9.099132726322517684e+00,8.219741287965981572e-06
9.099132726322517684e+00,9.162204901219997311e+00,8.000855782959553469e-06
9.162204901219997311e+00,9.225714271547634127e+00,7.789953647723649944e-06
9.225714271547634127e+00,9.289663867799362151e+00,7.605261122885256212e-06
9.289663867799362151e+00,9.354056741475520909e+00,7.426917669038440502e-06
9.354056741475520909e+00,9.418895965228413658e+00,7.253330500192778525e-06
9.418895965228413658e+00,9.484184633008974075e+00,7.082431950417893245e-06
9.484184633008974075e+00,9.549925860214358408e+00,6.925702799358915937e-06
9.549925860214358408e+00,9.616122783836647869e+00,6.741612286830778235e-06
9.616122783836647869e+00,9.682778562612490703e+00,6.577588063819361155e-06
9.682778562612490703e+00,9.749896377173872253e+00,6.418500751851515776e-06
9.749896377173872253e+00,9.817479430199844259e+00,6.259593597167607202e-06
9.817479430199844259e+00,9.885530946569391020e+00,6.111653084345461468e-06
9.885530946569391020e+00,9.954054173515268999e+00,5.964207588194102259e-06
9.954054173515268999e+00,1.002305238077899396e+01,5.821491232902670770e-06
1.002305238077899396e+01,1.009252886076684419e+01,5.679608811447450762e-06
1.009252886076684419e+01,1.016248692870695969e+01,5.538426557559225420e-06
1.016248692870695969e+01,1.023292992280754632e+01,5.399685416051220699e-06
1.023292992280754632e+01,1.030386120441615816e+01,5.267565324143163997e-06
1.030386120441615816e+01,1.037528415818012562e+01,5.139745922180573481e-06
1.037528415818012562e+01,1.044720219220800317e+01,5.015110597890443242e-06
1.044720219220800317e+01,1.051961873823223570e+01,4.892505619532277526e-06
1.051961873823223570e+01,1.059253725177288707e+01,4.772159516677429763e-06
1.059253725177288707e+01,1.066596121230257843e+01,4.652961850736240677e-06
1.066596121230257843e+01,1.073989412341245142e+01,4.535175614594847583e-06
1.073989412341245142e+01,1.081433951297938734e+01,4.422042027884362812e-06
1.081433951297938734e+01,1.088930093333433291e+01,4.312409076272859690e-06
1.088930093333433291e+01,1.096478196143185180e+01,4.205267993373521665e-06
1.096478196143185180e+01,1.104078619902073477e+01,4.100281487011783731e-06
1.104078619902073477e+01,1.111731727281591908e+01,3.997252064754787253e-06
1.111731727281591908e+01,1.119437883467151451e+01,3.895666012540480482e-06
1.119437883467151451e+01,1.127197456175510482e+01,3.795415166343831289e-06
1.127197456175510482e+01,1.135010815672315410e+01,3.699054962666358463e-06
1.135010815672315410e+01,1.142878334789771166e+01,3.605105124070014857e-06
1.142878334789771166e+01,1.150800388944435682e+01,3.512989913676023151e-06
1.150800388944435682e+01,1.158777356155126270e+01,3.422992854615002887e-06
1.158777356155126270e+01,1.166809617060962978e+01,3.334592538591999425e-06
1.166809617060962978e+01,1.174897554939529165e+01,3.247635602934371590e-06
1.174897554939529165e+01,1.183041555725164606e+01,3.162433032434049715e-06
1.183041555725164606e+01,1.191242008027374943e+01,3.080310593367824652e-06
1.191242008027374943e+01,1.199499303149379337e+01,2.999679139930190491e-06
1.199499303149379337e+01,1.207813835106779798e+01,2.920728240499778870e-06
1.207813835106779798e+01,1.216186000646367837e+01,2.843518999893431675e-06
1.216186000646367837e+01,1.224616199265048877e+01,2.767718795509306386e-06
1.224616199265048877e+01,1.233104833228909669e+01,2.693349949871766244e-06
1.233104833228909669e+01,1.241652307592410587e+01,2.621204740121864147e-06
1.241652307592410587e+01,1.250259030217720024e+01,2.550862716554355395e-06
1.250259030217720024e+01,1.258925411794167459e+01,2.481763190646823780e-06
1.258925411794167459e+01,1.267651865857846083e+01,2.414253888365945263e-06
1.267651865857846083e+01,1.276438808811343506e+01,2.348104013077477747e-06
1.276438808811343506e+01,1.285286659943615462e+01,2.283314044463131710e-06
1.285286659943615462e+01,1.294195841449986339e+01,2.220225190718447885e-06
1.294195841449986339e+01,1.303166778452300001e+01,2.158842472736666560e-06
1.303166778452300001e+01,1.312199899019202753e+01,2.098599131036830722e-06
1.312199899019202753e+01,1.321295634186575185e+01,2.039641389958067559e-06
1.321295634186575185e+01,1.330454417978091364e+01,1.982025612712300060e-06
1.330454417978091364e+01,1.339676687425935775e+01,1.925641092211583980e-06
1.339676687425935775e+01,1.348962882591653312e+01,1.870720382241637080e-06
1.348962882591653312e+01,1.358313446587154161e+01,1.817258170244750634e-06
1.358313446587154161e+01,1.367728825595849429e+01,1.764854431686238152e-06
1.367728825595849429e+01,1.377209468893947353e+01,1.713580213322359459e-06
1.377209468893947353e+01,1.386755828871888241e+01,1.663519421692648355e-06
1.386755828871888241e+01,1.396368361055937690e+01,1.614617558790408501e-06
1.396368361055937690e+01,1.406047524129914272e+01,1.567000537921327192e-06
1.406047524129914272e+01,1.415793779957082421e+01,1.520596009234565577e-06
1.415793779957082421e+01,1.425607593602187961e+01,1.475165931856192183e-06
1.425607593602187961e+01,1.435489433353655997e+01,1.430764622124685281e-06
1.435489433353655997e+01,1.445439770745928065e+01,1.387476811049570810e-06
1.445439770745928065e+01,1.455459080581966802e+01,1.345210875812396934e-06
1.455459080581966802e+01,1.465547840955911241e+01,1.304124534386013233e-06
1.465547840955911241e+01,1.475706533275894650e+01,1.264010731611176152e-06
1.475706533275894650e+01,1.485935642287007497e+01,1.224807154933260074e-06
1.485935642287007497e+01,1.496235656094434319e+01,1.186566751024699888e-06
1.496235656094434319e+01,1.506607066186741761e+01,1.149309254015256605e-06
1.506607066186741761e+01,1.517050367459336790e+01,1.112997287736228100e-06
1.517050367459336790e+01,1.527566058238073232e+01,1.077687504304464996e-06
1.527566058238073232e+01,1.538154640303034171e+01,1.043205669839102967e-06
1.538154640303034171e+01,1.548816618912481147e+01,1.009582237992304689e-06
1.548816618912481147e+01,1.559552502826953813e+01,9.768553996655745739e-07
1.559552502826953813e+01,1.570362804333553086e+01,9.449551264741962687e-07
1.570362804333553086e+01,1.581248039270382577e+01,9.139694611597540414e-07
1.581248039270382577e+01,1.592208727051169959e+01,8.837662995195764155e-07
1.592208727051169959e+01,1.603245390690041816e+01,8.543429830029845011e-07
1.603245390690041816e+01,1.614358556826486790e+01,8.257163739378322158e-07
1.614358556826486790e+01,1.625548755750483565e+01,7.978476456990837616e-07
1.625548755750483565e+01,1.636816521427808624e+01,7.707827195322769736e-07
1.636816521427808624e+01,1.648162391525508497e+01,7.444477234819013143e-07
1.648162391525508497e+01,1.659586907437561365e+01,7.188256842281105247e-07
1.659586907437561365e+01,1.671090614310707068e+01,6.939135560951997070e-07
1.671090614310707068e+01,1.682674061070467175e+01,6.696921398861910557e-07
1.682674061070467175e+01,1.694337800447328846e+01,6.461840372837620324e-07
1.694337800447328846e+01,1.706082389003124433e+01,6.233389938382210734e-07
1.706082389003124433e+01,1.717908387157587669e+01,6.011459753138763871e-07
1.717908387157587669e+01,1.729816359215101329e+01,5.795845064558982714e-07
1.729816359215101329e+01,1.741806873391614374e+01,5.586509857579429906e-07
1.741806873391614374e+01,1.753880501841761941e+01,5.383516775997004335e-07
1.753880501841761941e+01,1.766037820686164039e+01,5.186494924408357156e-07
1.766037820686164039e+01,1.778279410038922848e+01,4.995342609029380962e-07
1.778279410038922848e+01,1.790605854035294797e+01,4.809830738881032851e-07
1.790605854035294797e+01,1.803017740859569784e+01,4.630027346251745520e-07
1.803017740859569784e+01,1.815515662773135119e+01,4.455799118010218976e-07
1.815515662773135119e+01,1.828100216142742696e+01,4.286954730935469111e-07
1.828100216142742696e+01,1.840772001468956276e+01,4.123294374064954619e-07
1.840772001468956276e+01,1.853531623414812302e+01,3.964717931077951550e-07
1.853531623414812302e+01,1.866379690834669347e+01,3.811260358840637344e-07
1.866379690834669347e+01,1.879316816803268608e+01,3.662713765042491678e-07
1.879316816803268608e+01,1.892343618644975933e+01,3.518931725786880144e-07
1.892343618644975933e+01,1.905460717963248385e+01,3.379738968321871060e-07
1.905460717963248385e+01,1.918668740670289097e+01,3.245145189564581324e-07
1.918668740670289097e+01,1.931968317016924175e+01,3.115025807717431452e-07
1.931968317016924175e+01,1.945360081622663273e+01,2.989243796047568368e-07
1.945360081622663273e+01,1.958844673505991096e+01,2.867632574407301063e-07
1.958844673505991096e+01,1.972422736114853592e+01,2.750125758202085214e-07
1.972422736114853592e+01,1.986094917357371514e+01,2.636680812627396725e-07
1.986094917357371514e+01,1.999861869632744771e+01,2.527143528654095408e-07
1.999861869632744771e+01,2.013724249862389470e+01,2.421381458573910657e-07
2.013724249862389470e+01,2.027682719521281740e+01,2.319295217472992340e-07
2.027682719521281740e+01,2.041737944669529625e+01,2.220857749436673049e-07
